employee_id,first_name,last_name,gender,dob,personal_email,official_email,phone,city,state,address,department,designation,joining_date,exit_date,employment_status,employment_type,salary,grade,pan_number,uan_number,bank_account,ifsc_code,bank_name,manager_id,branch_location,cost_center,remarks
EMP-10086,Jagdish,Bajaj,Male,21/2/1994,jagdishb@outlook.com,jagdish.bajaj@company.co.in,+918836827011,Gwalior,Madhya Pradesh,"Flat 1773, Gandhi Road",Legal,Senior Executive,12/04/2016,,Active,Full Time,41098,G6,QBMBZ7368V,NA,13776435685,,Axis Bank,,Head Office,CC-116,Confirmed
EMP-10087,,Agarwal,Male,19-09-1981,chhagarwal@business.co.in,chhaya.agarwal@company.co.in,99536 79819,Ambala,Haryana,"Flat 1515, Nehru Colony",Sales,Intern,2020-12-12,,Probation,Full Time,44721,G6,SKZEZ8065H,412307870860,46998852128,KOTK0005678,IOB,EMP-09617,Head Office,CC-985,Confirmed
EMP-10088,,Pawar,Male,06/27/1992,atupawar@company.in,apawar@company.co.in,+91-72758-98343,Warangal,Telangana,"Flat 754, Shivaji Nagar",Admin,Analyst,05/07/2024,,Resigned,Full Time,,G1,Applied,916189945131,,KOTK0005678,Axis Bank,EMP-07088,Warangal,CC-837,Confirmed
EMP-10089,Kavita,Menon.,Male,1999-12-29,not provided,kavita.menon@company.co.in,71801 96542,Chandigarh,Chandigarh,"Flat 1096, Sector 64",R&D,Executive,2022-10-13,16-03-2023,Active,Full Time,90601,G6,,464938839093,47610006917,NA,SBI,EMP-00555,Chandigarh,CC-984,Absconding
EMP-10090,Ayesha,Shinde,Female,03 May 1997,N/A,ayesha.shinde@company.co.in,917428373359,Mumbai,Maharashtra,,Sales,VP,10/3/2022,NA,On Leave,Full Time,73111,G1,Applied,NA,NA,BARB0001234,SBI,EMP-00244,Regional Office,CC-968,On maternity leave
EMP-10091,Laxmi  ,Dubey,M,19-06-1997,na@na.com,NA,N/A,Rajkot,Gujarat,"Flat 673, Nehru Colony",Legal,Senior Executive,2007/07/24,NA,Active,Contract,208416 PM,G6,Applied,NA,,AXIS0004567,IOB,EMP-09914,Rajkot,CC-435,
EMP-10092,Chetan,Kulkarni,Female,04-06-2002,chetan.kul@gmail.com,NA,+91-83980-90310,Warangal,Telangana,"Flat 690, Sector 49",Procurement,Executive,2006-08-07,Active,Active,Contract,150505,G7,XSOGL3188Y,NA,28748900649,NA,IOB,EMP-08996,Warangal,CC-637,On probation
EMP-10093,Rajesh,BIRLA,Male,,#N/A,rajesh.birla@company.co.in,99425 02825,Panipat,Haryana,"Flat 13, Gandhi Road",R&D,Executive,2023/12/27,,Active,Part Time,191985,E1,VIAAJ4346U,NA,31269220642,IOBA0001234,PNB,EMP-05028,,,
EMP-10094,Anjali,Menon,Female,09/19/2001,amenon@yahoo.co.in,,,Bikaner,Rajasthan,"Flat 1205, Nehru Colony",Quality,Supervisor,2015-02-21,,,Consultant,Confidential,G1,,Not Enrolled,Not Submitted,IOBA0001234,Kotak Bank,EMP-02072,,NA,
EMP-10095,Meera  ,Mishra,Male,23/4/1970,mmishra@yahoo.co.in,meera.mishra@company.co.in,Not Available,Ranchi,Jharkhand,,R&D,DGM,20/11/2018,,Active,Full Time,20394,G6,LKXPY2848N,854902548795,75368806378,AXIS0004567,Union Bank,EMP-04374,Regional Office,,
EMP-10096,Rahul  ,Banerjee,,29 Nov 1999,rahulb@hotmail.com,rahul.banerjee@company.co.in,N/A,Tiruchirappalli,Tamil Nadu,"Flat 1036, Shivaji Nagar",Customer Service,Manager,2013-10-11,Active,Resigned,Full Time,Confidential,E1,,,11545722731,UBIN0001234,HDFC Bank,EMP-05442,Tiruchirappalli,CC-758,Star performer
EMP-10097,Deepika,Biswas,Male,11-10-1996,na@na.com,dbiswas@company.co.in,+91-79206-68593,Bengaluru,Karnataka,,R&D,Analyst,26-Mar-14,,Active,Intern,,G7,DSDMP4525M,998682099804,66530428929,,ICICI Bank,HOD,Bengaluru,NA,
EMP-10098,Razia,Krishnan,Female,03-Dec-75,razkrishnan@gmail.com,razia.krishnan@company.co.in,N/A,Noida,Uttar Pradesh,"Flat 1555, Sector 70",HR,Consultant,25-10-2008,,Active,Consultant,,G1,APAZX9109D,518994000337,NA,KOTK0005678,Bank of Baroda,EMP-02390,Head Office,CC-623,Absconding
EMP-10099,Mohit,Ghosh,Male,May 26 1971,mohit-ghosh@gmail.com,mohit.ghosh@company.co.in,+918676927106,Patna,Bihar,"Flat 1298, Nehru Colony",Sales,Analyst,2023-06-01,,Active,Full Time,216018,G2,ZXDDP4938N,648327195595,33722862262,BARB0001234,Canara Bank,,Patna,CC-147,On probation
EMP-10100,Rahul,Bajaj,Female,1990-04-30,rabaj@gmail.com,rahul.bajaj@company.co.in,+918303949140,Mumbai,Maharashtra,"Flat 1382, Shivaji Nagar",Finance,Executive,19 Mar 2008,,Active,Full Time,17235,G5,SUHWQ5440G,425713370212,19560717186,SBIN0003456,Canara Bank,,,CC-838,
EMP-10101,  Aryan,Lahiri,Female,01/07/1985,lahiri.aryan@business.co.in,,N/A,Jodhpur,Rajasthan,,Procurement,Supervisor,2005-04-11,,Active,Full Time,92384,M1,N/A,Not Enrolled,Not Submitted,,HDFC Bank,EMP-09767,Jodhpur,CC-847,
EMP-10102,ADITYA,Mittal,Male,02.01.1971,not provided,aditya.mittal@company.co.in,+918742584296,Warangal,Telangana,"Flat 162, Sector 32",IT,GM,2023/07/22,,Active,Contract,72438,G3,,689930101375,70755880490,,HDFC Bank,EMP-06514,Head Office,CC-234,
EMP-10103,,,Female,08/07/1986,geetanjalip@yahoo.co.in,NA,86851 37882,Noida,Uttar Pradesh,"Flat 1005, MG Nagar",,Intern,2012-10-22,Active,Active,Contract,41489,,,207139081734,,UBIN0001234,SBI,NA,,CC-912,
EMP-10104,,Jadhav,Female,17.06.1992,jadhavanjali@hotmail.com,anjali.jadhav@company.co.in,+918114084302,Mumbai,Maharashtra,"Flat 982, Nehru Colony",Sales,Intern,30/01/2022,01/03/2022,Resigned,Full Time,48718,G6,MUCZS3093H,929322660511,NA,ICIC0002345,Kotak Bank,EMP-08794,Mumbai,CC-393,Star performer
EMP-10105,Dhruv,Dwivedi,Female,22.06.1980,dwivedi-dhruv@business.co.in,,+919661439559,Gurgaon,Haryana,,Marketing,Senior Executive,06-Oct-11,,Active,Intern,218739,G2,VQASD1120R,553554362449,10052142644,HDFC0001234,Kotak Bank,EMP-03341,Gurgaon,CC-534,Performance PIP
EMP-10106,JATIN,Wadia,Male,05/18/2000,jwadia@icloud.com,jatin.wadia@company.co.in,9616447083,Ranchi,Jharkhand,,Production,Executive,23/05/2006,,Active,Contract,46738,G7,,Not Enrolled,47846555875,BARB0001234,Union Bank,EMP-07319,Ranchi,,Resigned - Notice period
EMP-10107,Vijay,RAJPUT,Male,1975-03-22,vrajput@ymail.com,vrajput@company.co.in,918611136904,Indore,Madhya Pradesh,,Finance,Senior Executive,10.07.2011,Active,On Leave,Part Time,23344 PM,G2,AAKHA8222W,252865949472,61431074185,NA,Canara Bank,NA,Head Office,CC-161,Star performer
EMP-10108,Razia,Oberoi,Male,,not provided,razia.oberoi@company.co.in,N/A,Meerut,Uttar Pradesh,"Flat 539, Sector 20",IT,Manager,24 Sep 2023,,Probation,Apprentice,22731,M1,OSOPI9480V,993655280237,21280792917,ICIC0002345,Axis Bank,EMP-02894,Meerut,,
EMP-10109,Imran,Gupta,Female,1977/08/18,imran.gup@company.in,imran.gupta@company.co.in,918936436717,Pune,Maharashtra,"Flat 1310, Nehru Colony",R&D,Consultant,01-08-2019,,Retired,Full Time,16717,G4,NWKXM0283D,868282984687,Not Submitted,,SBI,EMP-03237,Pune,NA,Star performer
EMP-10110,Hemant,Desai,Male,28-02-2001,hemant_des@business.co.in,hemant.desai@company.co.in,N/A,Patiala,Punjab,"Flat 266, MG Nagar",Quality,Team Lead,15-Oct-21,2024-07-25,Terminated,Full Time,142922,,SNJJD3963R,268461257238,NA,IOBA0001234,Axis Bank,EMP-03859,Regional Office,CC-293,Resigned - Notice period
EMP-10111,Tarun,,Male,04 Jul 1978,tmenon@outlook.com,tarun.menon@company.co.in,N/A,Panipat,Haryana,,IT,Consultant,11/07/2013,Active,Resigned,Full Time,138936,G4,,Not Enrolled,,NA,SBI,HOD,Panipat,CC-853,Confirmed
EMP-10112,Manish,Singh,Male,27/12/1970,msingh@hotmail.com,NA,+917960020017,Kolkata,West Bengal,"Flat 1009, Nehru Colony",Marketing,Trainee,07/12/2014,,,,47693,E1,,413708578979,,CNRB0001234,Union Bank,EMP-00926,Kolkata,,Confirmed
EMP-10113,Madhu,Sharma,Male,1994-03-18,madhusharma@outlook.com,madhu.sharma@company.co.in,9388970031,Bikaner,Rajasthan,"Flat 63, Gandhi Road",IT,Analyst,29-04-2018,,Active,Intern,338737,G5,,991749737530,81825350147,PUNB0001234,ICICI Bank,EMP-00113,Bikaner,CC-208,On probation
EMP-10114,sanjay,MANDAL,Female,30/12/1976,smandal@protonmail.com,sanjay.mandal@company.co.in,+918234264482,Rajkot,Gujarat,"Flat 1141, Nehru Colony",Admin,Associate,6/1/2023,NA,Active,Full Time,60462,G7,,454486451795,67199893081,IOBA0001234,IOB,EMP-05710,Rajkot,,
EMP-10115,,Naidu,Female,1973-01-29,inaidu@hotmail.com,,08932264376,Allahabad,Uttar Pradesh,"Flat 1821, Gandhi Road",,Intern,2017-01-11,08/07/2019,Resigned,Full Time,61765,M2,XMBAD4688O,NA,Not Submitted,NA,ICICI Bank,HOD,Regional Office,CC-960,
EMP-10116,Anjali,Dubey,Female,19/2/1999,#N/A,anjali.dubey@company.co.in,,Udaipur,Rajasthan,"Flat 1099, Gandhi Road",Logistics,Consultant,22/08/2023,,Active,Full Time,,G4,Applied,Not Enrolled,13692443373,HDFC0001234,ICICI Bank,EMP-07821,,CC-504,Resigned - Notice period
EMP-10117,Amit,Mehta,Female,20-08-1987,amitm@rediffmail.com,amit.mehta@company.co.in,09921783067,Vadodara,Gujarat,,Logistics,GM,2006-12-05,,Active,Full Time,Confidential,G2,,412053841915,60059287711,NA,SBI,EMP-09221,Vadodara,CC-837,On paternity leave
EMP-10118,,Bose,Male,September 03 1993,jatbose@ymail.com,jatin.bose@company.co.in,07483324041,Ludhiana,Punjab,"Flat 1564, Shivaji Nagar",Customer Service,Analyst,2/7/2009,02/01/2015,Probation,,135082,G5,XVOKI2349L,805520243112,70766021987,KOTK0005678,SBI,,Ludhiana,CC-537,Confirmed
EMP-10119,Ravi,Srivastava,F,16/06/1978,ravsrivastava@ymail.com,,N/A,Nashik,Maharashtra,"Flat 1220, Shivaji Nagar",Logistics,Officer,2023-11-29,,Active,Full Time,22621 PM,NA,Applied,NA,37120386660,,IOB,,,CC-401,
EMP-10120,Gurpreet,Tripathi,Male,14/04/1975,#N/A,,7126471098,Barmer,Rajasthan,"Flat 1386, Sector 45",Logistics,Team Lead,2015-05-24,NA,On Leave,Contract,46689,M2,QZYYY8463E,832370545814,35554055779,HDFC0001234,NA,EMP-01150,Barmer,CC-834,
EMP-10121,Chetan,Iyengar,Female,06-12-1976,,,9303272830(W),Gwalior,Madhya Pradesh,"Flat 1119, Gandhi Road",Customer Service,Trainee,2014/09/03,21-02-2018,On Leave,Full Time,166392,G1,BHPIJ4849Z,843919780082,Not Submitted,,NA,EMP-00098,Gwalior,CC-478,
EMP-10122,Abhishek,pandey,Male,January 02 2001,pandey-abhishek@icloud.com,abhishek.pandey@company.co.in,+91 93018 71767,Nellore,Andhra Pradesh,"Flat 409, Nehru Colony",Operations,GM,,NA,Active,Full Time,,,KWUTX7484K,575350036165,,,ICICI Bank,EMP-08953,Head Office,CC-346,
EMP-10123,tarun,Joshi,Male,06/11/1982,tarun18@rediffmail.com,NA,7143723473,Agra,Uttar Pradesh,"Flat 1925, Gandhi Road",Logistics,Consultant,12-05-2005,,Active,Full Time,136856,G5,,339680285122,,BARB0001234,Axis Bank,,,,Confirmed
EMP-10124,,Mitra.,Male,1969/11/04,wasim203@hotmail.com,wasim.mitra@company.co.in,Not Available,Vijayawada,Andhra Pradesh,"Flat 1163, MG Nagar",,DGM,,,On Leave,Full Time,Confidential,G7,AIBEI1222E,,13496733958,,HDFC Bank,EMP-00018,Vijayawada,CC-828,Absconding
EMP-10125,Kiran,Naidu,,05/03/1969,kiran.nai@ymail.com,kiran.naidu@company.co.in,9994-7668-47,Jodhpur,Rajasthan,NA,Sales,Analyst,16-Feb-20,,Active,Full Time,20629,M2,,NA,69770190974,BARB0001234,Bank of Baroda,,,NA,Confirmed
EMP-10126,ADITYA,,Female,12 Mar 2002,adityaj@gmail.com,NA,91081 97399,Vadodara,Gujarat,"Flat 1012, Shivaji Nagar",HR,DGM,19-08-2006,,Absconding,Full Time,,,ANFIB1075H,180045314392,56593902058,,SBI,,Head Office,NA,On maternity leave
EMP-10127,Swati,Das.,Male,28/2/1978,das.swati@hotmail.com,,+91-62840-04997,Amritsar,Punjab,"Flat 1201, Nehru Colony",Admin,Team Lead,2009-09-02,Active,Retired,Contract,18342 PM,G7,ALGQN2514T,238694397762,72572018447,NA,Kotak Bank,EMP-00928,Amritsar,,Star performer
EMP-10128,,Reddy,Male,11-Feb-90,jagdish540@outlook.com,,8351144066,Coimbatore,Tamil Nadu,"Flat 1704, Nehru Colony",Admin,Director,06-10-2012,NA,Probation,Consultant,As per CTC,G6,CUKEB1428P,,97017736316,ICIC0002345,SBI,EMP-02636,Coimbatore,NA,Resigned - Notice period
EMP-10129,Yash,Khanna,Female,05/14/1969,test@test,,81393 56627,Kolkata,West Bengal,"Flat 561, Gandhi Road",,Trainee,08-Jul-21,,,Full Time,29633,M1,UTZIG3836A,720921274884,Not Submitted,,SBI,EMP-00388,Regional Office,CC-264,On probation
EMP-10130,Imran,Roy,Male,1968-12-22,imroy@company.in,imran.roy@company.co.in,N/A,Kolkata,West Bengal,,Marketing,Supervisor,2017-05-07,,Terminated,Full Time,Confidential,G1,JLBJV3288G,NA,Not Submitted,NA,SBI,EMP-06519,Kolkata,CC-341,Absconding
EMP-10131,,Dwivedi,Prefer not to say,25/07/1984,test@test,,7476-1374-34,Bhopal,Madhya Pradesh,"Flat 1191, Sector 42",Logistics,Senior Executive,22/01/2024,,Resigned,Full Time,300307,G3,MFIQZ7573B,727046919408,69370156880,BARB0001234,,HOD,,,Resigned - Notice period
EMP-10132,Ravi,Pawar,Female,02 Oct 1986,ravi-paw@business.co.in,ravi.pawar@company.co.in,9365267874,Raipur,Chhattisgarh,"Flat 178, Nehru Colony",Marketing,Senior Executive,21 Apr 2010,,Probation,Full Time,69726,G2,DZQKC7592H,260936416395,,,Union Bank,EMP-03316,Raipur,CC-714,Absconding
EMP-10133,Gurpreet,Shukla,Male,March 21 1989,gurpreetshu@company.in,NA,+918976065354,Delhi,Delhi,"Flat 688, MG Nagar",IT,DGM,2012/10/14,,Resigned,Contract,As per CTC,M2,RCDNY5792Y,505271504527,,,HDFC Bank,NA,Delhi,NA,On probation
EMP-10134,Seema,Oberoi,Male,28/02/1979,na@na.com,,+917129200574,Tiruppur,Tamil Nadu,"Flat 444, Nehru Colony",Sales,DGM,2006-11-18,May 22 2010,,Full Time,172547,G3,VAPSB2747Z,,,PUNB0001234,ICICI Bank,NA,,CC-162,
EMP-10135,Suresh,Gaikwad,,1979-02-26,sureshgai@icloud.com,NA,7523058033,Neemrana,Rajasthan,"Flat 994, Gandhi Road",Procurement,Executive,2021-01-23,19.10.2021,Active,Full Time,35966,G4,SPSVA4616H,,84388790478,SBIN0003456,Kotak Bank,EMP-07292,Regional Office,NA,Absconding
EMP-10136,Babita,Birla,Male,1991-12-30,babir@protonmail.com,babita.birla@company.co.in,+91-61152-84925,Jodhpur,Rajasthan,"Flat 332, Gandhi Road",Customer Service,GM,31/3/2021,,Active,Full Time,93688,G2,MMTPN6577J,674223497386,18139006078,UBIN0001234,Axis Bank,,Head Office,CC-443,
EMP-10137,Mohan,Choudhury,M,09/16/1972,mohan771@company.in,,7304960004,Tiruppur,Tamil Nadu,,HR,Manager,2007/12/09,,Active,Intern,As per CTC,G3,OSNZO4557C,Not Enrolled,,HDFC0001234,SBI,EMP-04591,Tiruppur,CC-113,Absconding
EMP-10138,JAGDISH,Chakraborty,Female,22-10-1997,jagchakraborty@yahoo.co.in,,8614-0827-63,Bathinda,Punjab,,R&D,Executive,29/3/2013,NA,Active,Full Time,23566,G3,GDTXF5025T,772534848616,96192220737,CNRB0001234,Axis Bank,,Bathinda,,Confirmed
EMP-10139,Kavita,Biswas,Male,25-02-1975,kavita319@yahoo.co.in,kbiswas@company.co.in,6100605322,Neemrana,Rajasthan,"Flat 1817, MG Nagar",Production,Associate,2005-07-26,,Active,Full Time,327509,G2,UKYHZ8096G,NA,51727394774,ICIC0002345,IOB,EMP-00626,Neemrana,,
EMP-10140,Tejas,Srivastava,Male,05/03/1993,N/A,tejas.srivastava@company.co.in,,Sikar,Rajasthan,"Flat 1129, Shivaji Nagar",Admin,Senior Executive,05/24/2005,,Absconding,Full Time,46235,G2,RBZHQ5894E,264465069231,71022686743,NA,Union Bank,EMP-07633,Sikar,CC-938,
EMP-10141,Indira,Kumar,Female,13/02/1992,indirak@company.in,indira.kumar@company.co.in,,Gwalior,Madhya Pradesh,"Flat 1430, Nehru Colony",R&D,Supervisor,28.11.2017,,Resigned,Full Time,91846 PM,NA,UQOWS6294I,,62676229955,HDFC0001234,PNB,EMP-08202,Regional Office,CC-482,
EMP-10142,Arjun,,Male,1979-07-20,ardut@icloud.com,arjun.dutta@company.co.in,+917971601591,Vijayawada,Andhra Pradesh,"Flat 617, MG Nagar",Customer Service,DGM,2019/11/19,13/09/2020,Active,Intern,,E1,RCZYT0671J,382493268884,,AXIS0004567,PNB,EMP-09530,Regional Office,,Star performer
EMP-10143,Madhu,Mehta.,Male,1997-10-12,mameh@business.co.in,madhu.mehta@company.co.in,917328344447,Surat,Gujarat,"Flat 1790, Nehru Colony",Sales,VP,07/25/2016,,Active,Full Time,108577,G4,ICIKY7879X,408608401601,64406878461,,,EMP-04411,Head Office,NA,
EMP-10144,Vikram,,Male,25/03/1998,vikramk@yahoo.co.in,vikram.kapoor@company.co.in,N/A,Patiala,Punjab,"Flat 1235, Sector 65",Operations,Analyst,23/05/2024,,Active,Full Time,72226 PM,G5,WUWQF9167P,,,UBIN0001234,PNB,HOD,Patiala,NA,Confirmed
EMP-10145,Alok,Agarwal.,Prefer not to say,1978-04-17,aloagarwal@outlook.com,alok.agarwal@company.co.in,+91-91807-36586,Neemrana,Rajasthan,"Flat 1450, Sector 6",Security,Trainee,2005-06-13,,,Full Time,51496,,Applied,,,AXIS0004567,,EMP-06138,Neemrana,,
EMP-10146,Isha,Shah,Prefer not to say,,ishah@rediffmail.com,NA,6559523989,Vadodara,Gujarat,,Legal,Team Lead,2011-12-06,NA,Active,Intern,40428,G4,GNQWW0465A,305229953473,18523052017,BARB0001234,NA,EMP-02417,Vadodara,NA,Confirmed
EMP-10147,Amita,Tripathi,Female,11-07-1975,amita517@gmail.com,amita.tripathi@company.co.in,+91-82265-92245,Kota,Rajasthan,"Flat 859, Shivaji Nagar",Logistics,Analyst,07 May 2016,Active,Active,Full Time,335051,NA,APGFY1431P,553354479208,40789276113,BARB0001234,HDFC Bank,HOD,Kota,CC-237,Performance PIP
EMP-10148,,Mittal,Female,26 Oct 1976,laxmi964@outlook.com,,N/A,Allahabad,Uttar Pradesh,"Flat 1353, Nehru Colony",R&D,Manager,2016-05-15,NA,Active,Full Time,Confidential,,KAWUQ8217O,411734292534,70398676856,PUNB0001234,PNB,EMP-02377,Allahabad,CC-721,Confirmed
EMP-10149,ANANYA,Bhosale,Male,10-05-1970,ananyab@hotmail.com,,9362849300,Guntur,Andhra Pradesh,"Flat 916, Sector 13",,Director,23 May 2010,,Resigned,Full Time,32215,G3,,NA,31657739099,ICIC0002345,PNB,HOD,Head Office,NA,
EMP-10150,Isha,Mane,Prefer not to say,17-01-1972,isha_mane@yahoo.co.in,isha.mane@company.co.in,919220829433,Madurai,Tamil Nadu,"Flat 1603, Shivaji Nagar",HR,Supervisor,20/05/2014,,Active,Contract,34883,G2,N/A,366172545429,74608310385,SBIN0003456,Bank of Baroda,,Madurai,NA,Star performer
EMP-10151,Jatin,mishra,Female,26 Oct 1986,jatinm@protonmail.com,jatin.mishra@company.co.in,,Bhilwara,Rajasthan,"Flat 66, Gandhi Road",Quality,Team Lead,14/10/2005,,,Contract,Confidential,G1,MAVCQ1445U,316063065961,,HDFC0001234,Bank of Baroda,NA,Bhilwara,CC-737,
EMP-10152,Swati,,Female,04-02-1990,N/A,NA,N/A,Ahmedabad,Gujarat,NA,Customer Service,Intern,20-05-2016,,Active,Full Time,,,RUWQX4056B,268545105147,32842651748,PUNB0001234,Kotak Bank,,Ahmedabad,NA,Confirmed
EMP-10153,Vikram,,Male,06/07/1985,agarwal_vikram@gmail.com,vikram.agarwal@company.co.in,+91-64666-54144,Nellore,Andhra Pradesh,"Flat 1723, MG Nagar",,Team Lead,,23-01-2016,,Full Time,28542,G4,,886007943509,Not Submitted,,PNB,EMP-04411,Head Office,CC-701,Confirmed
EMP-10154,Farida,Chauhan,Male,29-06-1998,farida-cha@yahoo.co.in,,+91-96758-79653,Allahabad,Uttar Pradesh,"Flat 1396, Shivaji Nagar",Operations,Intern,2022-11-16,,Active,Consultant,328724,G3,SZCHB4469E,Not Enrolled,39266229448,BARB0001234,Kotak Bank,EMP-09426,Allahabad,CC-722,Confirmed
EMP-10155,Jaspreet,Mittal,Male,02/06/2000,test@test,jaspreet.mittal@company.co.in,8214216205,Guntur,Andhra Pradesh,,,Trainee,12 Jan 2024,,Active,Full Time,Confidential,G3,WCBVI5615I,877629107423,,SBIN0003456,Kotak Bank,HOD,Head Office,NA,On paternity leave
EMP-10156,rekha,Tripathi,Male,14/8/1980,rtripathi@gmail.com,rekha.tripathi@company.co.in,09389071300,Bengaluru,Karnataka,,Marketing,Intern,26-03-2021,2024-03-14,On Leave,Full Time,As per CTC,G3,Applied,950827871327,39300838378,AXIS0004567,HDFC Bank,EMP-05976,Bengaluru,,Confirmed
EMP-10157,Farida,Joshi,M,11/20/1983,faridaj@protonmail.com,,+916566625249,Chandigarh,Chandigarh,"Flat 477, Nehru Colony",Finance,Executive,06/07/2012,17/05/2021,Active,Intern,48320,G4,SJSSP8285D,377728394876,50288164677,AXIS0004567,ICICI Bank,EMP-06655,Head Office,CC-659,Confirmed
EMP-10158,Nisha,,Male,1995/02/15,iyengarnisha@outlook.com,nisha.iyengar@company.co.in,N/A,Pali,Rajasthan,"Flat 259, Gandhi Road",Legal,Analyst,December 01 2016,,Active,Full Time,,G4,EFFVY2680W,723734519496,NA,BARB0001234,Kotak Bank,EMP-06743,Regional Office,CC-832,Confirmed
EMP-10159,,Thakur,Male,11/05/1981,tarun_thakur@gmail.com,tarun.thakur@company.co.in,7484-0711-99,Amritsar,Punjab,"Flat 779, Shivaji Nagar",Customer Service,VP,10/12/2019,,Active,Apprentice,23208,G1,KKCMF4056R,923813900312,99282582773,PUNB0001234,Bank of Baroda,EMP-05170,,CC-348,
EMP-10160,Ravi,SAHA,Male,1993-06-20,ravi_sah@outlook.com,,06708378823,Bikaner,Rajasthan,"Flat 1228, Gandhi Road",Admin,Trainee,2019-03-11,,Active,Full Time,18051 PM,G2,CVOOJ4577Q,NA,55427685319,,Axis Bank,,Head Office,,
EMP-10161,Deepika,Wadia,Male,22/07/1974,wadia_deepika@gmail.com,dwadia@company.co.in,918101875585,Bhilwara,Rajasthan,"Flat 1478, Shivaji Nagar",,Executive,14-08-2009,,Active,,87070,G3,LVBQT6350T,NA,Not Submitted,NA,SBI,EMP-05944,Bhilwara,CC-681,Confirmed
EMP-10162,Sunita,Shukla,Female,07/07/1973,sunshukla@rediffmail.com,sshukla@company.co.in,,Bhilwara,Rajasthan,"Flat 1647, Nehru Colony",,Manager,01/03/2016,,Active,Full Time,89720,G5,GYCLD8683S,Not Enrolled,,CNRB0001234,SBI,HOD,Bhilwara,CC-888,Star performer
EMP-10163,Dhruv,Patil,F,1975-04-10,dhruvp@protonmail.com,dhruv.patil@company.co.in,+916732662602,Gwalior,Madhya Pradesh,"Flat 1436, Gandhi Road",Marketing,Associate,4/6/2009,,On Leave,Full Time,23543,G4,NLECK3380L,NA,49200968832,NA,SBI,EMP-07398,Head Office,CC-629,On maternity leave
EMP-10164,sapna,Shah,,1985/12/01,sapshah@yahoo.co.in,sapna.shah@company.co.in,+916727732677,Ahmedabad,Gujarat,NA,Finance,Analyst,07-07-2018,,Resigned,Part Time,As per CTC,G3,RLKFS7711L,734346521444,75384342225,HDFC0001234,ICICI Bank,EMP-03257,Head Office,CC-881,
EMP-10165,Indira,venkat,Male,20-03-2000,#N/A,ivenkat@company.co.in,N/A,Gurgaon,Haryana,,,Trainee,16/02/2013,,Active,Full Time,,G3,,370302627896,NA,HDFC0001234,SBI,HOD,Gurgaon,NA,Transfer pending
EMP-10166,Vishal,Biswas,Prefer not to say,06/12/1980,vishal772@icloud.com,,+917848583494,Tiruchirappalli,Tamil Nadu,,HR,Consultant,02/03/2012,,On Leave,Full Time,18423,G3,YRKMO8299T,,87042170377,NA,Axis Bank,EMP-09098,Regional Office,CC-318,
EMP-10167,Yogesh,Kapoor,Female,5/5/1990,yogeshkapoor@outlook.com,yogesh.kapoor@company.co.in,9890244425,Nellore,Andhra Pradesh,NA,Operations,Associate,31/05/2020,,Active,Full Time,,G4,UEGWB2559M,128363763129,,BARB0001234,,,Nellore,CC-170,Confirmed
EMP-10168,,Krishnan,Male,22-Apr-96,#N/A,yash.krishnan@company.co.in,N/A,Delhi,Delhi,"Flat 1647, Sector 34",Security,VP,06 Sep 2014,,Active,Full Time,171876,G4,JFUIE7145B,NA,37543028024,NA,SBI,EMP-00922,Delhi,CC-126,Confirmed
EMP-10169,Zubair,Dwivedi,Female,09/06/1999,zubdwivedi@gmail.com,,8735030402,Hisar,Haryana,"Flat 742, Nehru Colony",,GM,2021-08-19,2022-04-03,Probation,Consultant,29932,M1,SEPGB4436H,387621367417,72076544071,KOTK0005678,Axis Bank,NA,,CC-614,
EMP-10170,kiran,Goenka.,M,11/2/2001,kirangoe@hotmail.com,kgoenka@company.co.in,7366598378(W),Ambala,Haryana,"Flat 339, Shivaji Nagar",Admin,VP,12/10/2007,02 Jul 2008,Resigned,Contract,280298 PM,E1,,Not Enrolled,57998794923,,Axis Bank,HOD,,CC-533,Transfer pending
EMP-10171,WASIM,BIRLA,Male,1993/12/14,,wasim.birla@company.co.in,9760934820,Faridabad,Haryana,,Legal,Supervisor,24-04-2011,,Probation,Consultant,334615,G5,TCIII8436H,,39122422423,IOBA0001234,SBI,HOD,Faridabad,CC-159,
EMP-10172,Razia,Shah,Male,01-03-1971,,razia.shah@company.co.in,07942087643,Bhiwadi,Rajasthan,NA,Sales,Manager,01/09/2013,NA,Probation,Full Time,37444,G2,Applied,925860722558,Not Submitted,IOBA0001234,Canara Bank,EMP-04315,Bhiwadi,CC-212,Performance PIP
EMP-10173,SACHIN,Reddy,Male,26-02-1996,sacreddy@business.co.in,,+91 73478 47229,Hisar,Haryana,"Flat 1396, MG Nagar",Quality,Officer,12/02/2007,,Terminated,Full Time,17095,G1,,Not Enrolled,23404388473,ICIC0002345,SBI,EMP-02819,Hisar,CC-254,On probation
EMP-10174,Amit,Bhosale,M,28 May 1971,ambho@business.co.in,amit.bhosale@company.co.in,+91-65289-75019,Kanpur,Uttar Pradesh,"Flat 1577, Shivaji Nagar",HR,AGM,09/03/2012,12/09/2023,Active,Full Time,18920 PM,G4,Applied,NA,,IOBA0001234,,EMP-06358,Kanpur,,
